Points_0,Points_1,Points_2,Points_Magnitude,arc_length,phi,Point ID,vtkValidPointMask
0.637,0.637,0,0.900854,0.900854,0.239598,637,1
0.638,0.638,0,0.902268,0.902268,0.241387,638,1
0.639,0.639,0,0.903682,0.903682,0.243177,639,1
0.64,0.64,0,0.905097,0.905097,0.244967,640,1
0.641,0.641,0,0.906511,0.906511,0.24678,641,1
0.642,0.642,0,0.907925,0.907925,0.248629,642,1
0.643,0.643,0,0.909339,0.909339,0.250479,643,1
0.644,0.644,0,0.910754,0.910754,0.252329,644,1
0.645,0.645,0,0.912168,0.912168,0.254207,645,1
0.646,0.646,0,0.913582,0.913582,0.256118,646,1
0.647,0.647,0,0.914996,0.914996,0.258029,647,1
0.648,0.648,0,0.91641,0.91641,0.25994,648,1
0.649,0.649,0,0.917825,0.917825,0.261888,649,1
0.65,0.65,0,0.919239,0.919239,0.263863,650,1
0.651,0.651,0,0.920653,0.920653,0.265838,651,1
0.652,0.652,0,0.922067,0.922067,0.267814,652,1
0.653,0.653,0,0.923481,0.923481,0.269833,653,1
0.654,0.654,0,0.924896,0.924896,0.271874,654,1
0.655,0.655,0,0.92631,0.92631,0.273916,655,1
0.656,0.656,0,0.927724,0.927724,0.275959,656,1
0.657,0.657,0,0.929138,0.929138,0.278052,657,1
0.658,0.658,0,0.930553,0.930553,0.280162,658,1
0.659,0.659,0,0.931967,0.931967,0.282272,659,1
0.66,0.66,0,0.933381,0.933381,0.284384,660,1
0.661,0.661,0,0.934795,0.934795,0.286554,661,1
0.662,0.662,0,0.936209,0.936209,0.288735,662,1
0.663,0.663,0,0.937624,0.937624,0.290916,663,1
0.664,0.664,0,0.939038,0.939038,0.293099,664,1
0.665,0.665,0,0.940452,0.940452,0.295348,665,1
0.666,0.666,0,0.941866,0.941866,0.297603,666,1
0.667,0.667,0,0.94328,0.94328,0.299857,667,1
0.668,0.668,0,0.944695,0.944695,0.302115,668,1
0.669,0.669,0,0.946109,0.946109,0.304446,669,1
0.67,0.67,0,0.947523,0.947523,0.306777,670,1
0.671,0.671,0,0.948937,0.948937,0.309109,671,1
0.672,0.672,0,0.950351,0.950351,0.311451,672,1
0.673,0.673,0,0.951766,0.951766,0.31386,673,1
0.674,0.674,0,0.95318,0.95318,0.316271,674,1
0.675,0.675,0,0.954594,0.954594,0.318682,675,1
0.676,0.676,0,0.956008,0.956008,0.32111,676,1
0.677,0.677,0,0.957423,0.957423,0.323601,677,1
0.678,0.678,0,0.958837,0.958837,0.326093,678,1
0.679,0.679,0,0.960251,0.960251,0.328585,679,1
0.68,0.68,0,0.961665,0.961665,0.331103,680,1
0.681,0.681,0,0.963079,0.963079,0.33368,681,1
0.682,0.682,0,0.964494,0.964494,0.336257,682,1
0.683,0.683,0,0.965908,0.965908,0.338834,683,1
0.684,0.684,0,0.967322,0.967322,0.341447,684,1
0.685,0.685,0,0.968736,0.968736,0.344112,685,1
0.686,0.686,0,0.97015,0.97015,0.346777,686,1
0.687,0.687,0,0.971565,0.971565,0.349442,687,1
0.688,0.688,0,0.972979,0.972979,0.352152,688,1
0.689,0.689,0,0.974393,0.974393,0.354908,689,1
0.69,0.69,0,0.975807,0.975807,0.357664,690,1
0.691,0.691,0,0.977222,0.977222,0.36042,691,1
0.692,0.692,0,0.978636,0.978636,0.363232,692,1
0.693,0.693,0,0.98005,0.98005,0.366082,693,1
0.694,0.694,0,0.981464,0.981464,0.368932,694,1
0.695,0.695,0,0.982878,0.982878,0.371783,695,1
0.696,0.696,0,0.984293,0.984293,0.3747,696,1
0.697,0.697,0,0.985707,0.985707,0.377647,697,1
0.698,0.698,0,0.987121,0.987121,0.380594,698,1
0.699,0.699,0,0.988535,0.988535,0.383542,699,1
0.7,0.7,0,0.989949,0.989949,0.386568,700,1
0.701,0.701,0,0.991364,0.991364,0.389617,701,1
0.702,0.702,0,0.992778,0.992778,0.392667,702,1
0.703,0.703,0,0.994192,0.994192,0.395716,703,1
0.704,0.704,0,0.995606,0.995606,0.398857,704,1
0.705,0.705,0,0.997021,0.997021,0.402011,705,1
0.706,0.706,0,0.998435,0.998435,0.405166,706,1
0.707,0.707,0,0.999849,0.999849,0.40832,707,1
0.708,0.708,0,1.00126,1.00126,0.411579,708,1
0.709,0.709,0,1.00268,1.00268,0.414841,709,1
0.71,0.71,0,1.00409,1.00409,0.418103,710,1
